-8.373907011126600908e-02,1.831261163111607415e-01,3.642668780554451230e-02,-1.526998173781525692e+00,-3.952620050763402254e-02,-3.296188628146998756e-01,-5.801467738907539751e-01,-1.556793027817922059e-01,2.443370697823133764e+00,1.281171054503343620e-01,-3.937843055470268694e-01,-2.458768759811923513e-02,1.219699157233290032e+00,-1.196779847637223115e+00,0.000000000000000000e+00,-1.102055818471563420e+00,-2.762894819977687946e-02,-2.633081051509294501e-01,-1.450104733568495508e-01,-8.767208837884009343e-02
1.914035888257512585e-01,1.115469178384682625e+00,3.642668780554451230e-02,-4.301806670298045088e-01,-4.386434373099718509e-01,-2.418946121416707951e-01,4.649938621277223127e-01,-1.423953360701904758e-01,-4.107494317616590118e-01,6.955546907388066025e-01,-3.937843055470268694e-01,-5.188690289965702807e-02,1.219699157233290032e+00,-1.196779847637223115e+00,0.000000000000000000e+00,-1.102055818471563420e+00,-2.762894819977687946e-02,-2.633081051509294501e-01,6.896053621859067562e+00,-8.767208837884009343e-02
-8.373907011126600908e-02,1.115469178384682625e+00,3.642668780554451230e-02,1.182280863460560966e-01,3.958744214585527832e-01,-3.296188628146998756e-01,-5.757645588151583810e-02,-1.577305035240244568e-01,-4.107494317616590118e-01,1.641283999552926920e+00,-3.937843055470268694e-01,-5.234188982134929669e-02,1.219699157233290032e+00,-1.196779847637223115e+00,0.000000000000000000e+00,9.073950549863218917e-01,-2.762894819977687946e-02,-2.633081051509294501e-01,-1.450104733568495508e-01,-8.767208837884009343e-02
1.291974224573820162e+00,1.115469178384682625e+00,3.642668780554451230e-02,6.666368397219166742e-01,3.987929552679593925e+00,-3.296188628146998756e-01,-5.801467738907539751e-01,-1.457163277480910402e-01,-4.107494317616590118e-01,2.019575723078574914e+00,-3.937843055470268694e-01,-5.143191597796475945e-02,-8.198743059463567961e-01,8.355755671974912646e-01,0.000000000000000000e+00,9.073950549863218917e-01,-2.762894819977687946e-02,-2.633081051509294501e-01,-1.450104733568495508e-01,-8.767208837884009343e-02
2.392544860321888844e+00,2.047812240458204869e+00,3.642668780554451230e-02,-4.301806670298045088e-01,8.312750434247395681e-01,-3.296188628146998756e-01,-5.801467738907539751e-01,-1.545071880719450785e-01,2.443370697823133764e+00,3.172629672131584422e-01,-3.937843055470268694e-01,-4.369713830919576963e-02,-8.198743059463567961e-01,-1.196779847637223115e+00,0.000000000000000000e+00,9.073950549863218917e-01,-2.762894819977687946e-02,-2.633081051509294501e-01,-1.450104733568495508e-01,-8.767208837884009343e-02
-6.340243879853004749e-01,-7.492169457623611972e-01,3.642668780554451230e-02,-1.526998173781525692e+00,-8.014772889484609308e-01,-3.296188628146998756e-01,-5.801467738907539751e-01,-8.711059225573054843e-02,-4.107494317616590118e-01,-2.501746180753137705e-01,-3.937843055470268694e-01,-5.188690289965702807e-02,-8.198743059463567961e-01,8.355755671974912646e-01,0.000000000000000000e+00,9.073950549863218917e-01,-2.762894819977687946e-02,-2.633081051509294501e-01,-1.450104733568495508e-01,-8.767208837884009343e-02
-8.373907011126600908e-02,1.831261163111607415e-01,3.642668780554451230e-02,6.666368397219166742e-01,-8.014772889484609308e-01,-3.296188628146998756e-01,-5.801467738907539751e-01,-1.550932454268686422e-01,-4.107494317616590118e-01,-1.574195650415082248e+00,-3.937843055470268694e-01,-5.188690289965702807e-02,-8.198743059463567961e-01,8.355755671974912646e-01,0.000000000000000000e+00,9.073950549863218917e-01,-2.762894819977687946e-02,-2.633081051509294501e-01,-1.450104733568495508e-01,-8.767208837884009343e-02
1.567116883510837555e+00,2.047812240458204869e+00,3.642668780554451230e-02,-1.526998173781525692e+00,-2.572265114907274497e-01,-6.644611079561263400e-02,-5.801467738907539751e-01,-1.550932454268686422e-01,-4.107494317616590118e-01,-6.284663416009619308e-01,-3.937843055470268694e-01,-5.279687674304156531e-02,1.219699157233290032e+00,-1.196779847637223115e+00,0.000000000000000000e+00,-1.102055818471563420e+00,-2.762894819977687946e-02,3.797832199000465092e+00,-1.450104733568495508e-01,-8.767208837884009343e-02
2.117402201384872118e+00,1.115469178384682625e+00,3.642668780554451230e-02,6.666368397219166742e-01,-8.014772889484609308e-01,-3.296188628146998756e-01,-5.801467738907539751e-01,-8.476636283603626587e-02,-4.107494317616590118e-01,8.847005525016305993e-01,-3.937843055470268694e-01,-5.143191597796475945e-02,-8.198743059463567961e-01,8.355755671974912646e-01,0.000000000000000000e+00,9.073950549863218917e-01,-2.762894819977687946e-02,-2.633081051509294501e-01,-1.450104733568495508e-01,-8.767208837884009343e-02
-9.091670469223177564e-01,-7.492169457623611972e-01,3.642668780554451230e-02,-6.495441683801487232e-01,-6.129623160594338538e-02,-3.296188628146998756e-01,2.559657349240270219e-01,-1.290722988682603545e-01,-4.107494317616590118e-01,-2.501746180753137705e-01,2.539461288612928413e+00,-5.234188982134929669e-02,-8.198743059463567961e-01,8.355755671974912646e-01,0.000000000000000000e+00,9.073950549863218917e-01,-2.762894819977687946e-02,-2.633081051509294501e-01,-1.450104733568495508e-01,-8.767208837884009343e-02
